"city","establishmentname","address","type","lat","lon"
"DUNCAN","THE LION RAMPANT PRIVATE LIQUOR STORE","6777 BEAUMONT AVENUE","Private Liquor Store",48.8177013,-123.6097405
"DUNCAN","VANCOUVER ISLAND LIQUOR ","F- 5777 TRANS CANADA HWY","Private Liquor Store",48.7808195,-123.6979626
"EGMONT","BACKEDDY LIQUOR STORE","16660 BACKEDDY ROAD","Private Liquor Store",49.7559792,-123.9393819
"ELKFORD","ELKFORD GLS 131","814 MICHEL RD","BC Liquor Store",50.0249328,-114.92414
"ELKFORD","ELKFORD MOTOR INN LIQUOR STORE","808 MICHEL RD","Private Liquor Store",50.0249328,-114.92414
"ENDERBY","ENDERBY GLS 049","119 GEORGE ST","BC Liquor Store",50.5441869,-119.1399175
"ENDERBY","ENDERBY INN LIQUOR STORE","900 GEORGE STREET","Private Liquor Store",50.5503322,-119.1401465
"ENDERBY","FORTUNE LANDING MOTOR INN","1510 GEORGE STREET","Private Liquor Store",50.5555079,-119.1412614
"ESQUIMALT","CASK & KEG","856 ESQUIMALT ROAD","Private Liquor Store",48.4317678,-123.3987002
"ESQUIMALT","LIQUOR EXPRESS (ESQUIMALT) ","#12 - 1153 ESQUIMALT ROAD","Private Liquor Store",48.4291693,-123.4101193
"ESQUIMALT","TUDOR HOUSE SPORTS PUB","533 ADMIRALS RD","Private Liquor Store",48.4297028,-123.416125
"FERNIE","FERNIE GLS 013","792 2ND AVE","BC Liquor Store",49.5047155,-115.0599189
"FERNIE","FERNIE MOUNTAIN SPIRITS","1641  7TH AVE","Private Liquor Store",49.5133722,-115.0594718
"FERNIE","PARK PLACE LODGE","741 HWY 3","Private Liquor Store",49.5062232,-115.0663571
"FERNIE","STANFORD INN","100 RIVERSIDE WAY","Private Liquor Store",49.5009749,-115.0698847
"FERNIE","THE TIPPLE COLD BEER & FINE WINES","792 - 2ND AVENUE","Private Liquor Store",49.5047155,-115.0599189
"FORT FRASER","LAST SPIKE","3RD AVE","Private Liquor Store",54.060076,-124.555812
"FORT NELSON","DAN'S NEIGHBOURHOOD PUB","4204 50TH AVE N","Private Liquor Store",58.8034383,-122.6824662
"FORT NELSON","FORT NELSON GLS 222","5107 AIRPORT DR","BC Liquor Store",58.807775,-122.6956444
"FORT NELSON","ROADHOUSE LIQUOR STORE","4607-55TH ST","Private Liquor Store",58.8020997,-122.7120151
"FORT NELSON","WOODLANDS INN LIQUOR STORE","3995 50TH AVENUE SOUTH","Private Liquor Store",58.801159,-122.6774313
"FORT ST. JAMES","FORT ST JAMES GLS 248","161 STUART DRIVE WEST","BC Liquor Store",54.4425214,-124.2525895
"FORT ST. JAMES","HOPS COLD BEER AND WINE","7- 470 STUART DR W","Private Liquor Store",54.4441195,-124.2580503
"FORT ST. JAMES","NORTH ARM BEER & WINE STORE","1507 STONES BAY ROAD","Private Liquor Store",54.4570383,-124.276465
"FORT ST. JOHN","110TH STREET LIQUOR STORE","11004/11008 100TH AVENUE ","Private Liquor Store",56.246692,-120.864241
"FORT ST. JOHN","CASEY'S COLD BEER & WINE STORE","8155 - 100TH AVENUE","Private Liquor Store",56.2461324,-120.8129811
"FORT ST. JOHN","ECONO LODGE","10419 ALASKA ROAD","Private Liquor Store",56.2385803,-120.855285
"FORT ST. JOHN","FORT ST JOHN GLS 003","10444 100TH ST","BC Liquor Store",56.250485,-120.8485089
"FORT ST. JOHN","ON THE ROCKS LIQUOR STORE","10688 ALDER RD","Private Liquor Store",56.2508206,-120.8966419
"FORT ST. JOHN","ON THE ROCKS LIQUOR STORE","5 - 10440 100TH ST","Private Liquor Store",56.250588,-120.847888
"FORT ST. JOHN","ON THE ROCKS LIQUOR STORE","8540 ALASKA RD","Private Liquor Store",56.229598,-120.820233
"FORT ST. JOHN","ONE STOP LIQUOR","9223 100TH STREET","Private Liquor Store",56.238627,-120.846822
"FORT ST. JOHN","","9103/9107 100TH AVENUE","Proposed Store Location",56.2373749,-120.8474573
"FRASER LAKE","FRASER LAKE GLS 091","111 CHOWSUNKET AVE","BC Liquor Store",54.0560682,-124.8521013
"FRASER LAKE","FRASER LAKE INN LIQUOR STORE","111 CHOWSUNKET ST","Private Liquor Store",54.0560682,-124.8521013
"FRUITVALE","FRUITVALE GLS 095","1952 COLUMBIA GARDEN RD","BC Liquor Store",49.1135298,-117.5423484
"FRUITVALE","VILLAGERS INN LICENSED LIQUOR STORE","1867 HIGHWAY DRIVE","Private Liquor Store",49.1136646,-117.5489924
"GABRIOLA ISLAND","ABC LIQUOR STORE - GABRIOLA ISLAND ","UNIT 3 - 377 BERRY POINT ROAD","Private Liquor Store",49.1925835,-123.8558677
"GABRIOLA ISLAND","GABRIOLA ISLAND GLS 134","548 NORTH ROAD","BC Liquor Store",49.1545181,-123.7103523
"GABRIOLA ISLAND","SILVA BAY LIQUOR STORE","3383 SOUTH ROAD","Private Liquor Store",49.1502786,-123.7021074
"GABRIOLA ISLAND","VILLAGE LIQUOR STORE","UNIT 4 - 575 NORTH ROAD ","Private Liquor Store",49.1739557,-123.8457716
"GALIANO ISLAND","PARTYTIME LIQUOR STORE GALIANO ISLAND","134 MADRONA DRIVE","Private Liquor Store",48.8773523,-123.3190949
"GARDEN BAY","GARDEN BAY HOTEL PRIVATE LIQUOR STORE","4958 LYONS RD","Private Liquor Store",49.632363,-124.028038
"GARIBALDI HIGHLANDS","SEA TO SKY HOTEL","40330 TANTALUS WAY","Private Liquor Store",49.7407954,-123.1330694
"GIBSONS","BLACK FISH LICENSED LIQUOR STORE","966 VENTURE WAY","Private Liquor Store",49.4068544,-123.5244036
"GIBSONS","GIBSONS GLS 080","18 - 900 GIBSONS WAY","BC Liquor Store",49.4080427,-123.5190896
"GIBSONS","GRAMMA'S MARINE INN","412 MARINE DR","Private Liquor Store",49.4016544,-123.504901
"GIBSONS","","101 - 1100 SUNSHINE COAST HIGHWAY","Proposed Store Location",49.4081172,-123.5311296
"GOLD RIVER","GOLD RIVER GLS 055","375 NIMPKISH ST","BC Liquor Store",49.778372,-126.0495615
"GOLD RIVER","GOLD RIVER LIQUOR EXPRESS","4  390 MUCHALAT DRIVE","Private Liquor Store",49.7809209,-126.047781
"GOLDEN","GOLDEN GLS 016","906 10TH AVE S","BC Liquor Store",51.295862,-116.9630663
"GOLDEN","MAD TRAPPER PUB","1203 9TH ST S","Private Liquor Store",51.2961647,-116.9587593
"GOLDEN","ROCKY MOUNTAIN COLD BEER, WINE & SPIRITS (GOLDEN)","1049 TRANS CANADA HWY N","Private Liquor Store",51.3114438,-116.9719905
"GRAND FORKS","GRAND FORKS GLS 015","451 CENTRAL AVE","BC Liquor Store",49.0327887,-118.4417294
"GRAND FORKS","LIQUOR STORE 'N' MORE","1675 CENTRAL AVENUE","Private Liquor Store",49.0294529,-118.4563756
"GRAND FORKS","WINNIPEG LIQUOR STORE","425 CENTRAL AVE","Private Liquor Store",49.0327887,-118.4417294
"GREENWOOD","GREENWOOD GLS 014","272 S COPPER RD","BC Liquor Store",49.0891883,-118.6774129
"GREENWOOD","GREENWOOD INN HOTEL LICENSED LIQUOR STORE","321 SOUTH COPPER STREET","Private Liquor Store",49.0891883,-118.6774129
"HARRISON HOT SPRINGS","HARRISON VILLAGE LIQUOR","889 HOT SPRINGS ROAD","Private Liquor Store",49.2851065,-121.7808145
"HARRISON HOT SPRINGS","OLD SETTLER PUB LICENSED LIQUOR STORE","222 CEDAR AVENUE","Private Liquor Store",49.3018046,-121.7851414
"HARRISON MILLS","SASQUATCH INN LICENSED LIQUOR STORE","46001 LOUGHEED HWY","Private Liquor Store",49.2512119,-121.9568842
"HAZELTON","HAZELTON GLS 227","4330 FIELD ST.","BC Liquor Store",55.2563451,-127.6750648
"HAZELTON","LICENSED RETAIL LIQUOR STORE","1520 OMENICA STREET","Private Liquor Store",55.2384018,-127.6581541
"HIXON","THE WINE CELLAR & LICENSED LIQUOR STORE ","39040  HWY 97 SOUTH","Private Liquor Store",53.4275306,-122.5943125
"HOPE","HOPE GLS 071","770 5TH ST","BC Liquor Store",49.38123,-121.4389028
"HOPE","HOPE LICENSED LIQUOR STORE","272 WALLACE STREET","Private Liquor Store",49.3790231,-121.4425341
"HOPE","HOPE LIQUOR STORE","583 B OLD HOPE PRINCETON WAY","Private Liquor Store",49.376814,-121.430134
"HOPE","SILVER CHALICE LIQUOR STORE","19974 SILVERVIEW RD","Private Liquor Store",49.361526,-121.465033
"HOPE","","629 OLD HOPE PRINCETON WAY","Proposed Store Location",49.3759945,-121.4284112
"HORNBY ISLAND","PARTYTIME LIQUOR STORES (HORNBY ISLAND)","4325 SHINGLE SPIT ROAD","Private Liquor Store",49.5163206,-124.704165
"HOUSTON","HAPPY JACK'S LICENSED LIQUOR STORE","3401 - 1TH ST","Private Liquor Store",50.0984945,-120.7778182
"HOUSTON","HOUSTON GLS 099","3232 HWY 16","BC Liquor Store",54.3993671,-126.6506296
"HOUSTON","IDYLWILD INN","2800 YELLOWHEAD HWY","Private Liquor Store",54.4011134,-126.6444568
"HUDSON'S HOPE","HUDSON HOPE GLS 234","10328 GETHING ST","BC Liquor Store",56.0277686,-121.9128745
"HUDSON'S HOPE","SPORTSMAN'S LICENSED LIQUOR STORE","10101 BEATTIE DRIVE","Private Liquor Store",56.0274894,-121.9196726
"INVERMERE","BEST WESTERN INVERMERE INN","1310 7TH AVENUE","Private Liquor Store",50.5034316,-116.0271345
"INVERMERE","INVERMERE GLS 017","510 13TH ST","BC Liquor Store",50.5034897,-116.0272346
"INVERMERE","","4860 ATHALMER ROAD","Proposed Store Location",50.5155722,-116.0089379
"JAFFRAY","JAFFRAY PUB COLD BEER & WINE STORE ","2359 HIGHWAY 3/93","Private Liquor Store",49.3823367,-115.3137307
"KAMLOOPS","BIG DADDY LIQUORS","1821 TRANS CANADA HWY E","Private Liquor Store",50.6787017,-120.2821905
"KAMLOOPS","BROCK CENTRE LIQUOR STORE","1 - 1800 TRANQUILLE ROAD","Private Liquor Store",50.7002498,-120.3950957
"KAMLOOPS","BRUNO'S COLD BEER AND WINE STORE","2 - 177 TRANQUILLE ROAD","Private Liquor Store",50.6849611,-120.3548236
"KAMLOOPS","COAST KAMLOOPS HOTEL & CONFERENCE CENTRE","1250 ROGERS WAY","Private Liquor Store",50.6515557,-120.3724658
"KAMLOOPS","HALSTON BEER STORE","1271 C SALISH ROAD","Private Liquor Store",50.7117736,-120.3363114
"KAMLOOPS","HY 5 BEER WINE & LIQUOR STORE","4309 OLD YELLOWHEAD HIGHWAY NO.5","Private Liquor Store",50.8620727,-120.2651902
"KAMLOOPS","JIMMY'S LIQUOR STORE","490 PAUL LAKE ROAD","Private Liquor Store",50.70975,-120.3231319
"KAMLOOPS","KAMLOOPS COLUMBIA PLACE GLS 079","600 - 1210 SUMMIT DR","BC Liquor Store",50.6663459,-120.3517296
"KAMLOOPS","KAMLOOPS NORTH GLS 223","78-700 TRANQUILLE RD","BC Liquor Store",50.6968329,-120.3592851
"KAMLOOPS","KAMLOOPS WESTSYDE GLS 147","19 - 3435 WESTSYDE RD","BC Liquor Store",50.7714324,-120.3425955
"KAMLOOPS","LIQUOR BARN (KAMLOOPS)","1380 HILLSIDE DRIVE","Private Liquor Store",50.6548484,-120.37547
"KAMLOOPS","LIQUOR BARN (VALLEYVIEW)","8  2101 EAST TRANS CANADA HIGHWAY","Private Liquor Store",50.679847,-120.2671689
"KAMLOOPS","LIQUOR DEPOT (KAMLOOPS)","1430 SUMMIT DRIVE","Private Liquor Store",50.6596073,-120.3437528
"KAMLOOPS","LIQUOR DEPOT AT NORTH SHORE","1050  8TH ST","Private Liquor Store",50.7053764,-120.3637028
"KAMLOOPS","LIQUOR STORE","339 ST. PAUL STREET","Private Liquor Store",50.6738886,-120.3333059
"KAMLOOPS","LIQUOR STORE","363 TRANQUILLE RD","Private Liquor Store",50.6889817,-120.3582924
"KAMLOOPS","MCCRACKEN STATION LIQUOR STORE","1626 VALLEYVIEW DR","Private Liquor Store",50.672494,-120.2947031
"KAMLOOPS","PLAZA HOTEL","405 VICTORIA ST","Private Liquor Store",50.6756972,-120.3316689
"KAMLOOPS","POGUE MAHONE","843 DESMOND ST","Private Liquor Store",50.7010474,-120.3928335
"KAMLOOPS","ROCK'N FIRKIN LIQUOR STORE","726 SYDNEY AVENUE","Private Liquor Store",50.6980962,-120.3607775
"KAMLOOPS","SAHALI LIQUOR STORE","20 - 945 W  COLUMBIA ST","Private Liquor Store",50.6685262,-120.3542283
"KAMLOOPS","SPECIALTY LIQUOR STORE","225 - 450 LANSDOWNE STREET","Private Liquor Store",50.677187,-120.3268491
"KAMLOOPS","STAG'S HEAD LIQUOR STORE","402 - 1801 PRINCETON - KAMLOOPS HWY","Private Liquor Store",50.6531192,-120.366641
"KAMLOOPS","STARTERS LIQUOR STORE","3020 WESTSYDE ROAD","Private Liquor Store",50.7601552,-120.3493145
"KAMLOOPS","TUMBLEWEEDS LIQUOR STORE","5220 BOGETTI PL","Private Liquor Store",50.6683215,-120.181872
"KAMLOOPS","U DISTRICT LIQUOR STORE","105 - 795 MCGILL ROAD","Private Liquor Store",50.6681252,-120.3604223
"KAMLOOPS","WESTSYDER INN","3369 WESTSYDE RD","Private Liquor Store",50.7703993,-120.3429411
"KASLO","KASLO BAY LIQUOR STORE ","1- 344 FRONT STREET","Private Liquor Store",49.911816,-116.908434
"KASLO","KASLO GLS 018","410 FRONT ST","BC Liquor Store",49.9121219,-116.909136
"KELOWNA","BEREZAN LIQUOR STORE (KELOWNA)","200 - 210 HIGHWAY 33 WEST","Private Liquor Store",49.8890358,-119.3845196
"KELOWNA","BRANDT'S CREEK PUB LIQUOR STORE","100 437 GLENMORE ROAD","Private Liquor Store",49.9145797,-119.4461649
"KELOWNA","COAST CAPRI HOTEL","1171 HARVEY AVE","Private Liquor Store",49.8829907,-119.474496
"KELOWNA","COMMERCE LIQUOR STORE","107/108/109 1677 COMMERCE AVE","Private Liquor Store",49.8928084,-119.4177
"KELOWNA","CREEKSIDE PUB RESTAURANT & COLD BEER & WINE STORE","3929 LAKESHORE RD","Private Liquor Store",49.8423184,-119.4876403
"KELOWNA","DELTA GRAND OKANAGAN RESORT & CONFERENCE CENTRE","1310 WATER STREET","Private Liquor Store",49.8915172,-119.4969177
"KELOWNA","JAMMER'S COLD BEER & LIQUOR STORE","1973 HARVEY AVENUE","Private Liquor Store",49.881857,-119.4514081
"KELOWNA","KELOWNA MISSION PARK GLS 148","35 - 3155 LAKESHORE RD","BC Liquor Store",49.8596779,-119.4900765
"KELOWNA","KELOWNA ORCHARD PARK GLS 167","109 - 1835 DILWORTH DR","BC Liquor Store",49.8807,-119.436
"KELOWNA","LIQUOR DEPOT","150- 525 HWY 97 S","Private Liquor Store",49.8888367,-119.3781127
"KELOWNA","LIQUOR DEPOT (KELOWNA)","19-590 HWY 33","Private Liquor Store",49.8903455,-119.3983395
"KELOWNA","LIQUOR DEPOT (KELOWNA)","UNIT D220, 2339 HIGHWAY 97 NORTH","Private Liquor Store",49.8828861,-119.4299078
"KELOWNA","LIQUOR TOWN","PAD D - 1500 BANKS ROAD","Private Liquor Store",49.8877274,-119.4275691
"KELOWNA","MCCULLOCH STATION PUB","2789 K L O  RD","Private Liquor Store",49.8582175,-119.4258209
"KELOWNA","METRO LIQUOR AT THE STATION","1175 ELLIS ST","Private Liquor Store",49.8937153,-119.4934881
"KELOWNA","MISSION LIQUOR STORE","3195 LAKESHORE ROAD","Private Liquor Store",49.8592878,-119.4909314
"KELOWNA","MISSION MERCHANTS SPIRIT, WINE & ALE","2  4600 LAKESHORE DRIVE","Private Liquor Store",49.8173093,-119.4957161
"KELOWNA","O.K. CORRAL COLD BEER LIQUOR STORE","1978 KIRSCHNER RD","Private Liquor Store",49.8779831,-119.4589272
"KELOWNA","PACKING HOUSE","663 FINNS RD","Private Liquor Store",49.9077984,-119.3985388
"KELOWNA","PUBLIC LIQUOR","110/120 - 5507 AIRPORT WAY","Private Liquor Store",49.950883,-119.3836877
"KELOWNA","RAMADA LODGE HOTEL","2170 HARVEY AVE","Private Liquor Store",49.8820594,-119.4380505
"KELOWNA","ROYAL ANNE HOTEL","348 BERNARD AVE","Private Liquor Store",49.886632,-119.495953
"KELOWNA","THE CROSSINGS LIQUOR STORE","102- 1789 K.L.O. ROAD","Private Liquor Store",49.8607444,-119.4576262
"KELOWNA","URBAN LIQUOR STORE","106  2395 GORDON DRIVE","Private Liquor Store",49.8712655,-119.4749825
"KELOWNA","","102 - 1940 KANE ROAD","Proposed Store Location",49.9160855,-119.4431989
"KELOWNA","","103 - 3699 HWY 97 NORTH","Proposed Store Location",49.9012953,-119.4087214
"KELOWNA","","107 - 1135 STEVENS ROAD","Proposed Store Location",49.8648359,-119.5639473
"KELOWNA","","733 GLENMORE DRIVE","Proposed Store Location",49.8924823,-119.4542431
"KELOWNA","","851 ANDERS ROAD ","Proposed Store Location",49.860034,-119.550571
"KEREMEOS","KEREMEOS GLS 019","609 7TH AVENUE","BC Liquor Store",49.2051303,-119.8246416
"KEREMEOS","KEREMEOS LIQUOR STORE","715 7TH STREET ","Private Liquor Store",49.2044575,-119.8230115
"KIMBERLEY","KIMBERLEY GLS 066","425 MARK ST","BC Liquor Store",49.683424,-115.981992
"KIMBERLEY","MARYSVILLE LIQUOR STORE","447  304TH ST","Private Liquor Store",49.636214,-115.959001
"KIMBERLEY","SULLIVAN HOTEL","400 ROSS ST.","Private Liquor Store",49.684005,-115.981653
"KITIMAT","BIG DEAL LIQUOR WAREHOUSE","874 TSIMSHIAN BLVD","Private Liquor Store",54.054331,-128.6501192
"KITIMAT","BIG JIM'S SPIRITS STORE","225  276 CITY CENTRE","Private Liquor Store",54.0530648,-128.6532119
"KITIMAT","KITIMAT GLS 213","550 MOUNTAIN VIEW SQUARE","BC Liquor Store",54.0510268,-128.6500355
"KITIMAT","KITIMAT HOTEL","506 ENTERPRISE AVE","Private Liquor Store",54.060034,-128.688724
"KITIMAT","WEE GEORDIE'S PUB & BEER STORE","178 NECHAKO CENTER","Private Liquor Store",54.056222,-128.632594
"LADNER","LADNER GLS 025","5202  48TH AVE","BC Liquor Store",49.0902237,-123.0785598
"LADYSMITH","LADYSMITH GLS 024","UNIT 7 - 370 TRANS CANADA HWY","BC Liquor Store",48.9789774,-123.8046071
"LADYSMITH","LIQUOR BARN (LADYSMITH)","1010  1ST AVE","Private Liquor Store",48.996572,-123.8223104
"LADYSMITH","TIMBERLAND PUB","1680 TIMBERLANDS RD","Private Liquor Store",49.0425883,-123.8879374
"LAKE COUNTRY","LAKE COUNTRY COLD BEER, WINE & SPIRITS","72  9522 MAIN STREET","Private Liquor Store",50.0212502,-119.4060825
"LAKE COUNTRY","WOODY'S COLD BEER AND WINE STORE","9882 HWY 97","Private Liquor Store",50.0275323,-119.4049074
"LAKE COWICHAN","LAKE COWICHAN GLS 067","93 DARNEL RD","BC Liquor Store",48.827713,-124.051898
"LAKE COWICHAN","RIVERSIDE INN (LAKE COWICHAN)","56 NORTH  SHORE RD","Private Liquor Store",48.8281846,-124.0580324
"LANGFORD","CASCADIA FINE WINE, SPIRITS AND ALES","975 LANGFORD PARKWAY","Private Liquor Store",48.4429009,-123.5147275
"LANGFORD","LIQUOR DEPOT (LANGFORD)","2835 BRYN MAUR ROAD","Private Liquor Store",48.4481537,-123.4987925
"LANGFORD","MA MILLER'S LICENSED LIQUOR STORE","2903 SOOKE LAKE ROAD","Private Liquor Store",48.459131,-123.5535545
"LANGFORD","WATERWHEEL PUB LICENSED LIQUOR STORE","104 2778 PEATT ROAD","Private Liquor Store",48.4501878,-123.5002068
"LANGFORD","","2792 PEATT RD","Proposed Store Location",48.4498712,-123.5005382
"LANGLEY","ARTFUL DODGER NEIGHBOURHOOD PUB","2364 200TH ST","Private Liquor Store",49.0448976,-122.6693647
"LANGLEY","DUKE OF WELLINGTON COLD BEER AND WINE ","100-19665 WILLOWBROOK DRIVE","Private Liquor Store",49.114129,-122.6795298
"LANGLEY","FORT LANGLEY GLS 127","9110 GLOVER RD","BC Liquor Store",49.1678016,-122.5797415
"LANGLEY","JIMY MAC'S","19935 96TH AVE","Private Liquor Store",49.177027,-122.671065
"LANGLEY","LANGLEY GLS 158","6435 201 ST","BC Liquor Store",49.1594431,-122.6652831
"LANGLEY","LANGLEY LIQUOR STORE","27 - 20821 FRASER HIGHWAY","Private Liquor Store",49.1027379,-122.6454008
"LANGLEY","MURRAYVILLE LICENSED LIQUOR STORE","101 - 22071  48A AVE","Private Liquor Store",49.089539,-122.6122148
"LANGLEY","RIDERS BEER & WINE STORE","4143  208 ST","Private Liquor Store",49.077199,-122.6476637
"LANGLEY","SANDMAN HOTEL (LANGLEY)","8855 - 202ND STREET","Private Liquor Store",49.1637957,-122.6611574
"LANGLEY","TOWN CENTRE LIQUOR STORE ","A110- 20678 WILLOUGHBY TOWN CENTRE DR","Private Liquor Store",49.1455258,-122.6489706
"LANGLEY","VALLEY CENTER LIQUOR STORE","#101 - 20151 FRASER HIGHWAY ","Private Liquor Store",49.1064684,-122.6625863
"LANGLEY","WALNUT GROVE GLS 186","501 - 8840 210TH ST","BC Liquor Store",49.1630236,-122.6367813
"LANGLEY","WALNUT GROVE LIQUOR STORE","20470 88 AVE","Private Liquor Store",49.1627335,-122.6557489
"LANGLEY","WILLOUGHBY LIQUOR STORE","8399  200 STREET","Private Liquor Store",49.1551765,-122.6681952
"LANGLEY","","230-7150 200TH STREET","Proposed Store Location",49.1323784,-122.6679201
"LANGLEY","","3986-248TH STREET","Proposed Store Location",49.0741907,-122.5369117
"LANGLEY","","4070 200TH STREET","Proposed Store Location",49.0762347,-122.669385
"LANGLEY","","6810 GLOVER ROAD","Proposed Store Location",49.1259769,-122.6254286
"LANTZVILLE","LANTZVILLE LIQUOR DEPOT","7197 LANTZVILLE RD","Private Liquor Store",49.2507056,-124.0752765
"LILLOOET","LILLOOET GLS 023","155 MAIN ST","BC Liquor Store",50.7029185,-121.9261032
"LILLOOET","REYNOLDS HOTEL","1237 MAIN ST","Private Liquor Store",50.6863254,-121.9367727
"LILLOOET","VICTORIA'S PRIVATE LIQUOR STORE","667 MAIN ST","Private Liquor Store",50.6928024,-121.9351527
"LOGAN LAKE","BLACK BULL PUB","264 POPLAR DR","Private Liquor Store",50.4850934,-120.811216
"LOGAN LAKE","LOGAN LAKE COLD BEER, WINE & LIQUOR STORE","111 CHARTRAND AVENUE","Private Liquor Store",50.4934881,-120.8136711
"LOGAN LAKE","LOGAN LAKE GLS 139","10 - 150 OPAL DR","BC Liquor Store",50.4942456,-120.8138152
"LOWER NICOLA","ABERDEEN INN LICENSED LIQUOR STORE","2319 ABERDEEN ROAD","Private Liquor Store",50.1836306,-120.876367
"LUMBY","BLUE OX BEER STORE","1643 VERNON ST","Private Liquor Store",50.2475704,-118.9651949
"LUMBY","LUMBY GLS 214","2080 VERNON ST","BC Liquor Store",50.2473106,-118.9669688
